ut_char,uniqueID,auseqence,fullname,surname,givenname,type,pub_year,paper_type,startyear,title,journal,issn,doi
WOS:000483927500057,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,investigation on the flow-induced corrosion and degradation behavior of underground j55 pipe in a water production well in the athabasca oil sands reservoir,journal of petroleum science and engineering,0920-4105,10.1016/j.petrol.2019.106325
WOS:000489190100001,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Review,2007,separation of talc and molybdenite challenges and opportunities,minerals engineering,0892-6875,10.1016/j.mineng.2019.105923
WOS:000476980200032,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,destabilization of fine solids suspended in oil media through wettability modification and water-assisted agglomeration,fuel,0016-2361,10.1016/j.fuel.2019.115623
WOS:000477652900013,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,probing the interactions of hydroxamic acid and mineral surfaces molecular mechanism underlying the selective separation,chemical engineering journal,1385-8947,10.1016/j.cej.2019.05.152
WOS:000490235800033,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,a wet adhesion strategy via synergistic cation-pi and hydrogen bonding interactions of antifouling zwitterions and mussel-inspired binding moieties,journal of materials chemistry a,2050-7488,10.1039/c9ta08152f
WOS:000489984200060,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,probing molecular interactions of pegylated chitosan in aqueous solutions using a surface force apparatus,physical chemistry chemical physics,1463-9076,10.1039/c9cp03189h
WOS:000471841600040,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,a comparison study on adsorption and interaction behaviors of diluted bitumen and conventional crude oil on model mineral surface,fuel,0016-2361,10.1016/j.fuel.2019.05.011
WOS:000483454400035,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,interfacial behavior and interaction mechanism of pentol/water interface stabilized with asphaltenes,journal of colloid and interface science,0021-9797,10.1016/j.jcis.2019.06.035
WOS:000487349600030,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,molecular dynamics study on the mechanism of graphene oxide to destabilize oil/water emulsion,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.9b05906
WOS:000470113800019,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,fouling mechanisms of asphaltenes and fine solids on bare and electroless nickel-phosphorus coated carbon steel,fuel,0016-2361,10.1016/j.fuel.2019.04.113
WOS:000481566500067,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,adsorption characteristics and mechanisms of o-carboxymethyl chitosan on chalcopyrite and molybdenite,journal of colloid and interface science,0021-9797,10.1016/j.jcis.2019.05.023
WOS:000484341600006,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,"a robust aqueous-processable polymer binder for long-life, high-performance lithium sulfur battery",energy storage materials,2405-8297,10.1016/j.ensm.2018.12.009
WOS:000484648400009,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,probing the adsorption and interaction mechanisms of hydrophobically modified polyacrylamide pam-naaa-c16dmaac on model coal surface impact of salinity,minerals engineering,0892-6875,10.1016/j.mineng.2019.105841
WOS:000465051700011,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,co-aromatization of methane with propane over zn/hzsm-5 the methane reaction pathway and the effect of zn distribution,applied catalysis b-environmental,0926-3373,10.1016/j.apcatb.2019.03.011
WOS:000473054500046,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,facile preparation of novel and active 2d nanosheets from non-layered and traditionally non-exfoliable earth-abundant materials,journal of materials chemistry a,2050-7488,10.1039/c9ta04442f
WOS:000474474800011,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,"highly porous, hydrophobic, and compressible cellulose nanocrystals/polyvinyl alcohol aerogels as recyclable absorbents for oil-water separation",acs sustainable chemistry & engineering,2168-0485,10.1021/acssuschemeng.9b00066
WOS:000476693400060,0_52,11,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,investigation of the antifouling mechanism of electroless nickel - phosphorus coating against sand and bitumen,energy & fuels,0887-0624,10.1021/acs.energyfuels.9b01212
WOS:000473248400024,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,"stretchable, injectable, and self-healing conductive hydrogel enabled by multiple hydrogen bonding toward wearable electronics",chemistry of materials,0897-4756,10.1021/acs.chemmater.9b01239
WOS:000472683300036,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,rapid dewatering and consolidation of concentrated colloidal suspensions mature fine tailings via self-healing composite hydrogel,acs applied materials & interfaces,1944-8244,10.1021/acsami.9b05692
WOS:000459903100031,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,promoted electro-responsive performances in an interface-confined oxidized niobium carbide mxene,chemical engineering journal,1385-8947,10.1016/j.cej.2019.02.065
WOS:000462592500155,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,"nitrogen, oxygen and cobalt multiple-doped graphitized mesoporous carbon as a cost-effective carbon host with high sulfur content for lithium-sulfur batteries",journal of alloys and compounds,0925-8388,10.1016/j.jallcom.2019.01.316
WOS:000469288300070,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,"polypyrrole-doped conductive supramolecular elastomer with stretchability, rapid self-healing, and adhesive property for flexible electronic sensors",acs applied materials & interfaces,1944-8244,10.1021/acsami.9b03346
WOS:000463032200013,0_52,12,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,a novel metal-organic layered material with superior supercapacitive performance through ultrafast and reversible tetraethylammonium intercalation,nano energy,2211-2855,10.1016/j.nanoen.2019.02.034
WOS:000468365400007,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,nature of asphaltene aggregates,energy & fuels,0887-0624,10.1021/acs.energyfuels.8b03057
WOS:000468365400013,0_52,12,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,probing the interaction mechanism between oil-in-water emulsions and electroless nickel-phosphorus coating with implications for antifouling in oil production,energy & fuels,0887-0624,10.1021/acs.energyfuels.8b03132
WOS:000466988800119,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,insights into the interfacial process in electroless ni-p coating on supercritical co2 transport pipeline as relevant to carbon capture and storage,acs applied materials & interfaces,1944-8244,10.1021/acsami.9b03623
WOS:000465190000018,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,tough and alkaline-resistant mussel-inspired wet adhesion with surface salt displacement via polydopamine/amine synergy,langmuir,0743-7463,10.1021/acs.langmuir.9b00559
WOS:000459430100026,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,understanding the stabilization mechanism of bitumen-coated fine solids in organic media from non-aqueous extraction of oil sands,fuel,0016-2361,10.1016/j.fuel.2019.01.029
WOS:000457975100018,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,probing fouling mechanism of naphthenic acids on forward osmosis polymer membranes in oil sands process water treatment,journal of membrane science,0376-7388,10.1016/j.memsci.2019.01.018
WOS:000464477100019,0_52,11,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,"injectable, self-healing hydrogel with tunable optical, mechanical, and antimicrobial properties",chemistry of materials,0897-4756,10.1021/acs.chemmater.8b04803
WOS:000462107200019,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,flotation separation of cu-mo sulfides by o-carboxymethyl chitosan,minerals engineering,0892-6875,10.1016/j.mineng.2019.02.007
WOS:000462944900018,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,hetero-difunctional reagent with superior flotation performance to chalcopyrite and the associated surface interaction mechanism,langmuir,0743-7463,10.1021/acs.langmuir.9b00156
WOS:000462098400026,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,cost-effective strategy for surface modification via complexation of disassembled polydopamine with feiii ions,langmuir,0743-7463,10.1021/acs.langmuir.9b00245
WOS:000458343500037,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,a novel comb-typed polyoligoethylene glycol methylether acrylate as an excellent aqueous lubricant,journal of colloid and interface science,0021-9797,10.1016/j.jcis.2018.12.085
WOS:000460832000006,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,selective separation of copper-molybdenum sulfides using humic acids,minerals engineering,0892-6875,10.1016/j.mineng.2019.01.005
WOS:000460996000035,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,unveiling the critical role of surface oxidation of electroresponsive behaviors in two-dimensional ti3c2tx mxenes,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.8b11525
WOS:000457950400030,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,unraveling the effects of co2 and h2s on the corrosion behavior of electroless ni-p coating in co2/h2s/cl- environments at high temperature and high pressure,corrosion science,0010-938X,10.1016/j.corsci.2018.12.022
WOS:000456637900054,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,intermolecular and surface forces at solid/oil/water/gas interfaces in petroleum production,journal of colloid and interface science,0021-9797,10.1016/j.jcis.2018.11.052
WOS:000459836900070,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,mechanistic understanding and nanomechanics of multiple hydrogen-bonding interactions in aqueous environment,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.8b11790
WOS:000459642300041,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,interaction mechanisms of zwitterions with opposite dipoles in aqueous solutions,langmuir,0743-7463,10.1021/acs.langmuir.8b04091
WOS:000459367400029,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,development of self-cross-linked soy adhesive by enzyme complex from aspergillus niger for production of all-biomass composite materials,acs sustainable chemistry & engineering,2168-0485,10.1021/acssuschemeng.8b04993
WOS:000450105700081,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,novel fe3o4 based superhydrophilic core-shell microspheres for breaking asphaltenes-stabilized water-in-oil emulsion,chemical engineering journal,1385-8947,10.1016/j.cej.2018.10.089
WOS:000450105700078,0_52,10,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,unraveling the molecular interaction mechanism between graphene oxide and aromatic organic compounds with implications on wastewater treatment,chemical engineering journal,1385-8947,10.1016/j.cej.2018.10.064
WOS:000458937200047,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,probing the molecular interactions and lubrication mechanisms of purified full-length recombinant human proteoglycan 4 rhprg4 and hyaluronic acid ha,biomacromolecules,1525-7797,10.1021/acs.biomac.8b01678
WOS:000455288800158,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2019,Article,2007,mechanistic investigation on catalytic deoxygenation of phenol as a model compound of biocrude under methane,acs sustainable chemistry & engineering,2168-0485,10.1021/acssuschemeng.8b05272
WOS:000454566700034,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,understanding adsorption of violanthrone-79 as a model asphaltene compound on quartz surface using molecular dynamics simulations,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.8b09712
WOS:000454183500018,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,percolating film of pillared graphene layer integrated with silver nanowire network for transparent and flexible supercapacitors,langmuir,0743-7463,10.1021/acs.langmuir.8b03418
WOS:000445322600015,0_52,4,"Zeng, HongBo",ZENG,HONGBO,1,2018,Article,2007,interactions between micro-scale oil droplets in aqueous surfactant solution determined using optical tweezers,journal of colloid and interface science,0021-9797,10.1016/j.jcis.2018.07.116
WOS:000451499100013,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,magnesio-mechanochemical reduced siox for high-performance lithium ion batteries,journal of power sources,0378-7753,10.1016/j.jpowsour.2018.10.065
WOS:000441527900070,0_52,11,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,an amphiphobic graphene-based hydrogel as oil-water separator and oil fence material,chemical engineering journal,1385-8947,10.1016/j.cej.2018.07.147
WOS:000437965900002,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,catalytic co-aromatization of methane and heptane as an alkane model compound over zn-ga/zsm-5 a mechanistic study,applied catalysis b-environmental,0926-3373,10.1016/j.apcatb.2018.05.006
WOS:000448661800026,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,direct catalytic co-conversion of cellulose and methane to renewable petrochemicals,catalysis science & technology,2044-4753,10.1039/c8cy01749b
WOS:000448754600011,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,protein-resistant property of egg white ovomucin under different phs and ionic strengths,journal of agricultural and food chemistry,0021-8561,10.1021/acs.jafc.8b03905
WOS:000447595900001,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Review,2007,rational design of self-healing tough hydrogels a mini review,frontiers in chemistry,2296-2646,10.3389/fchem.2018.00497
WOS:000451380800037,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,aqueous-processable polymer binder with strong mechanical and polysulfide-trapping properties for high performance of lithium-sulfur batteries,journal of materials chemistry a,2050-7488,10.1039/c8ta07194b
WOS:000448406300024,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,catalytic aromatization of acetone as a model compound for biomass-derived oil under a methane environment,catalysis science & technology,2044-4753,10.1039/c8cy01544a
WOS:000448216900003,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,probing molecular interactions between humic acid and surface-grafted polyacrylamide using quartz crystal microbalance with dissipation and atomic force microscopy implications for environmental remediation,environmental chemistry,1448-2517,10.1071/en18079
WOS:000436606400030,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,effects of high pressure homogenization on faba bean protein aggregation in relation to solubility and interfacial properties,food hydrocolloids,0268-005X,10.1016/j.foodhyd.2018.05.020
WOS:000445972000042,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,biomimetic lubrication and surface interactions of dopamine-assisted zwitterionic polyelectrolyte coatings,langmuir,0743-7463,10.1021/acs.langmuir.8b02473
WOS:000442872000004,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,scalable polyzwitterion-polydopamine coating for regenerable oil/water separation and underwater self-cleaning of stubborn heavy oil fouling without pre-hydrationt,chemical communications,1359-7345,10.1039/c8cc04611e
WOS:000443675700007,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,"modulation of hydrophobic interaction by mediating surface nanoscale structure and chemistry, not monotonically by hydrophobicity",angewandte chemie-international edition,1433-7851,10.1002/anie.201805137
WOS:000442100000002,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,anisotropic polymer adsorption on molybdenite basal and edge surfaces and interaction mechanism with air bubbles,frontiers in chemistry,2296-2646,10.3389/fchem.2018.00361
WOS:000451179900006,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2018,Article,2007,reversible fabrication and self-assembly of a gemini supra-amphiphile driven by dynamic covalent bonds,soft matter,1744-683X,10.1039/c8sm01239c
